证券代码↑,证券简称,"所属申万行业名称
[行业级别] 一级行业","董事会人数
[交易日期] 2010-12-31","独立董事人数
[交易日期] 2010-12-31","非独立董事人数
[交易日期] 2010-12-31","公司监事(历任)
[交易日期] 2010-12-31","高管人数
[交易日期] 2010-12-31","支付给职工以及为职工支付的现金
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","管理层年度薪酬总额
[年度] 2010
[单位] 万元","资产总计
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","员工总数
[交易日期] 2010-12-31","净现金流
[报告期] 2010第四季度
[单位] 元","资产负债率
[报告期] 2010年报
[单位] %","营业收入(同比增长率)
[报告期] 2010年报
[单位] %","公司属性
[交易日期] 2010-12-31","大股东持股比例
[日期] 2010-12-31
[排名] 第1名
[单位] %"
002588.SZ,史丹利,化工,5,2,3,"高文安,胡顺平,王须乾,密守洪,高斌",6,"134,286,139.7400",,"2,265,910,884.0700",2065,,68.9706,13.3239,,
002589.SZ,瑞康医药,医药生物,9,3,6,"刘志华,黄少杰,陶春芳",9,"17,285,659.3600",,"1,479,478,263.4700",491,,79.9907,38.1869,,
002590.SZ,万安科技,汽车,0,0,0,,0,"90,820,097.1000",,"997,239,386.7800",2007,,71.2037,42.6059,,
002591.SZ,恒大高新,传媒,9,4,5,"李进,邓国昌,周建",7,"12,760,930.4700",,"372,562,201.9100",325,,24.6254,13.4037,,
002592.SZ,ST八菱,汽车,7,3,4,"刘汉桥,黄进叶,魏远海",4,"27,456,426.8600",,"459,426,283.0400",709,,48.5533,30.1486,,
002593.SZ,日上集团,建筑装饰,7,3,4,"罗凤莲,陈明理,梁昌晓",7,"70,383,239.9800",,"1,268,183,258.8100",1989,,65.7262,75.6127,,
002594.SZ,比亚迪,汽车,6,3,3,"王珍,张辉斌,李永钊,董俊卿,严琛",8,"6,159,966,000.0000",,"52,963,401,000.0000",183317,,60.0647,17.8395,,
002595.SZ,豪迈科技,机械设备,9,3,6,"柳胜军,冯立强,唐立星",7,"88,530,801.0800",,"811,036,134.5500",2500,,25.3916,32.6179,,
002596.SZ,海南瑞泽,建筑材料,9,3,6,"吴坚文,廖天,杨壮旭,陈国文",6,"40,177,656.5200",,"527,666,707.3200",915,,25.6722,33.6400,,
002597.SZ,金禾实业,食品饮料,9,3,6,"王秀荣,李振兵,刘瑞元",9,"116,048,569.5600",,"1,058,580,090.7500",2769,,30.5005,23.4677,,
002598.SZ,山东章鼓,机械设备,11,4,7,"张志兴,单希林,高科",8,"51,514,818.9700",,"551,308,964.0400",1060,,56.5771,7.1046,,
002599.SZ,盛通股份,轻工制造,9,3,6,"佟芳,姚雪霞,梁利辉,杨浩,栗延章",5,"44,146,119.3200",,"593,536,808.3300",944,,63.0589,41.8055,,
002600.SZ,领益智造,电子,11,4,7,"黄秀芬,王冬生,陈莹",5,"141,181,532.3000",,"997,638,033.8900",3181,,29.4459,51.1969,,
002601.SZ,龙佰集团,化工,0,0,0,,0,"66,259,662.0900",,"1,389,539,928.3600",1673,,71.2759,60.1069,,
002602.SZ,世纪华通,传媒,7,3,4,"胡辉,余肖辉,常建国",10,"58,997,562.7100",,"884,353,871.6100",1590,,53.6431,59.7128,,
002603.SZ,以岭药业,医药生物,11,4,7,"高学东,牛瑞华,高秀强",8,"246,584,351.1000",,"1,771,111,343.4000",3697,,38.3983,1.0408,,
002605.SZ,姚记科技,轻工制造,0,0,0,,0,"53,727,196.7300",,"680,421,174.7600",859,,58.1873,25.6268,,
002606.SZ,大连电瓷,电气设备,12,4,8,"王勇,张道骏,杨小捷",9,"122,533,641.8900",,"935,946,632.1800",2056,,73.0950,5.3386,,
002607.SZ,中公教育,传媒,9,3,6,"叶正贵,余星,曹应宏",6,"62,472,042.4000",,"1,037,864,839.6800",1613,,74.4952,37.3280,,
002608.SZ,江苏国信,公用事业,7,3,4,"张晓林,倪洪菊",7,"62,232,714.3100",,"4,060,447,830.0500",1072,,74.5437,83.6993,,
002609.SZ,捷顺科技,计算机,9,3,6,"张桂芳,陈振荣,吴希望",10,"83,883,456.1800",,"290,139,907.7400",1382,,36.1673,26.8394,,55.4299
002610.SZ,爱康科技,公用事业,9,3,6,"刘述强,史强,周子强",7,"75,035,814.7400",,"866,220,207.1500",2111,,50.1314,125.3144,,
002611.SZ,东方精工,机械设备,9,3,6,"喻欣,陈道忠,赵智琼",7,"25,588,032.6600",,"262,625,938.0800",487,,45.0824,31.9686,,
002612.SZ,朗姿股份,纺织服装,7,4,3,"李美兰,邱燕,张玉凤",6,"66,583,671.2000",,"421,317,347.0500",1346,,35.4865,80.9543,,
002613.SZ,北玻股份,机械设备,9,3,6,"孟宪慧,顾千,史炎",6,"94,785,419.6900",,"895,566,172.1100",2290,,32.7304,26.9326,,
002614.SZ,奥佳华,家用电器,9,3,6,"高兰洲,刘才庆",7,"249,534,971.1700",,"1,055,435,253.6600",5644,,62.3382,40.4670,,
002615.SZ,哈尔斯,轻工制造,0,0,0,,0,"52,825,505.0700",,"294,887,587.0000",1267,,52.2075,51.4767,,
002616.SZ,长青集团,公用事业,6,3,3,"龚韫,钟佩玲",3,"107,371,706.1300",,"1,127,050,119.9900",3436,,61.4825,9.5845,,
002617.SZ,露笑科技,电气设备,0,0,0,,0,"41,683,661.2700",,"1,185,250,128.8900",1202,,72.5003,96.9181,,
002618.SZ,*ST丹邦,电子,5,2,3,"邹盛和,刘绪芳,殷鹰",4,"33,384,692.5300",,"564,693,163.7900",887,,49.9080,12.0983,,
002619.SZ,*ST艾格,传媒,9,3,6,"刘国平,钱俊平,黄学理",9,"24,376,328.9900",,"498,338,827.5300",666,,57.4850,20.5317,,
002620.SZ,瑞和股份,建筑装饰,9,3,6,"于波,张映莉,李慧",7,"11,495,271.2100",,"618,755,407.9900",223,,68.2365,48.0876,,
002621.SZ,美吉姆,传媒,0,0,0,,0,"20,215,030.9900",,"379,351,458.1700",321,,20.1553,26.7780,,
002622.SZ,融钰集团,电气设备,7,3,4,"姚进北,尹知明,张希锟",6,"42,079,944.7500",,"455,014,795.8700",1137,,32.1664,34.0822,,
002623.SZ,亚玛顿,建筑材料,9,3,6,"韩雪蒂,夏小清,杨庆",3,"30,857,096.4200",,"496,820,852.7200",730,,36.9367,198.2527,,
002624.SZ,完美世界,传媒,6,2,4,"金锋,戚国方",7,"42,167,912.5100",,"350,137,876.9600",895,,46.2396,37.1397,,
002625.SZ,光启技术,汽车,7,3,4,"朱伟荣,孙江",8,"23,735,970.9600",,"213,701,615.3400",522,,23.0383,19.9727,,
002626.SZ,金达威,医药生物,9,3,6,"陆为中,孟新林,郭达开",8,"62,968,276.1200",,"528,972,970.3700",1070,,30.3040,45.7375,,
002627.SZ,三峡旅游,交通运输,9,3,6,"王祖建,尹明,边社军",8,"69,051,452.5600",,"820,005,542.6600",1513,,58.8360,19.3377,,
002628.SZ,成都路桥,建筑装饰,9,3,6,"廖开明,王建勇,王云贵",8,"25,592,824.9000",,"1,652,490,217.7300",380,,74.6365,47.7501,,
002629.SZ,仁智股份,采掘,0,0,0,,0,"63,110,961.7000",,"482,541,557.2700",998,,50.8551,16.8626,,
002630.SZ,华西能源,电气设备,9,3,6,"詹宁,罗灿,丁代平,邵梅,张晓泉",8,"73,805,582.9400",,"2,623,725,877.5100",1596,,69.5259,15.9157,,
002631.SZ,德尔未来,轻工制造,7,3,4,"张芸,童颖超,朱斌",7,"16,289,122.0800",,"456,374,903.4300",,,41.6372,22.9359,,
002632.SZ,道明光学,化工,9,3,6,"周国良,郭育民,施跃进",5,"24,646,628.1300",,"428,676,454.4800",885,,45.2241,43.2239,,
002633.SZ,申科股份,机械设备,11,4,7,"钱忠,杨学明,何铁财",8,"27,555,457.0400",,"612,300,129.8100",607,,63.3031,16.0266,,
002634.SZ,棒杰股份,纺织服装,0,0,0,,0,"34,024,268.9200",,"382,373,849.7200",473,,59.1769,53.8474,,
002635.SZ,安洁科技,电子,8,3,5,"张林,卞绣花,张木秀",4,"29,236,935.3000",,"316,848,005.4600",740,,32.0967,33.7673,,
002636.SZ,金安国纪,电子,0,0,0,,0,"62,606,448.1100",,"1,494,060,211.1700",1460,,63.2797,61.9900,,
002637.SZ,赞宇科技,化工,6,2,4,"黄亚茹,陈青俊,高慧",7,"20,002,763.4800",,"558,791,093.0100",,,55.7095,50.9767,,
002638.SZ,勤上股份,传媒,9,3,6,"陈永洪,赵东生,郭俊香,张晓辉,刘穗珊,王瑞平,陈文星,贾广平,李瑞琦,吴琨",11,"64,192,697.3500",,"1,222,753,039.6500",1951,,29.9432,30.2228,,
002639.SZ,雪人股份,机械设备,9,3,6,"杨慕文,林良秀",7,"20,256,518.8800",,"414,898,286.5000",,,25.0635,33.2689,,
002640.SZ,*ST跨境,商业贸易,7,3,4,"王鹏,杜红喜,韩高荣",6,"14,689,072.8100",,"295,378,008.2900",,,47.9409,23.3037,,
002641.SZ,公元股份,建筑材料,0,0,0,,0,"132,770,708.5200",,"1,275,407,433.9400",3249,,57.1902,19.0029,,
002642.SZ,荣联科技,计算机,0,0,0,,1,"31,017,798.2900",,"376,651,644.7700",268,,39.2404,34.1129,,
002643.SZ,万润股份,化工,0,0,0,,0,"82,039,052.9600",,"691,447,616.5200",748,,54.2139,80.7133,,
002644.SZ,佛慈制药,医药生物,11,4,7,"魏家菊,严军,柴国林",6,"77,617,172.2100",,"456,161,833.9700",1418,,28.4327,13.0041,,
002645.SZ,华宏科技,机械设备,0,0,0,,0,"45,407,185.0000",,"335,838,551.2600",881,,42.4621,33.7980,,
002646.SZ,天佑德酒,食品饮料,0,0,0,,0,"47,545,390.1400",,"707,570,068.4600",800,,35.8508,39.5506,,
002647.SZ,仁东控股,非银金融,8,3,5,"彭齐放,傅龙兴,许柏良",6,"36,080,867.4800",,"1,622,592,406.8700",1025,,69.7016,47.2705,,
002648.SZ,卫星化学,化工,6,3,3,"唐文荣,江波,沈志明",8,"40,392,450.6500",,"1,188,558,808.0800",1004,,45.8507,71.3459,,
002649.SZ,博彦科技,计算机,7,3,4,"云昌智,石伟泽,林江南",7,"248,701,872.2400",,"441,975,069.2000",,,29.6432,40.4821,,
002650.SZ,加加食品,食品饮料,9,3,6,"王彦武,蒋小红,伍雄志",5,"47,289,914.2700",,"800,923,069.3300",1614,,56.7340,14.4762,,
002651.SZ,利君股份,机械设备,8,2,6,"黄成明,邓碑松,任保全",10,"44,798,611.3100",,"1,286,605,266.0000",474,,61.2859,90.2291,,
002652.SZ,扬子新材,建筑材料,0,0,0,,0,"17,565,309.4800",,"647,801,241.0800",321,,67.5010,41.6505,,
002653.SZ,海思科,医药生物,7,3,4,"梁勇,房云鲲,段庆亮",5,"37,880,970.3300",,"629,883,239.7300",623,,28.0675,20.0206,,
002654.SZ,万润科技,传媒,0,0,0,,0,"31,084,370.5600",,"328,188,774.7800",,,40.8011,70.3440,,
002655.SZ,共达电声,电子,0,0,0,,0,"78,189,009.1500",,"412,873,049.8400",,,50.5357,69.1675,,
002656.SZ,ST摩登,纺织服装,0,0,0,,0,"34,953,929.5500",,"385,079,209.9400",652,,48.6434,35.4172,,
002657.SZ,中科金财,计算机,9,3,6,"张琦,盖洪涛,李昕照",6,"26,642,620.5600",,"354,411,363.0400",375,,41.2724,29.7000,,
002658.SZ,雪迪龙,公用事业,7,3,4,"吴宝华,赵永怀,白英",5,"20,871,279.0700",,"364,700,172.4300",411,,29.3241,18.9431,,
002659.SZ,凯文教育,传媒,0,0,0,,0,"14,582,678.8100",,"937,351,684.7400",345,,73.0019,52.5454,,
002660.SZ,茂硕电源,电子,8,2,6,"张慧娟,徐治国,方向一,肖凯,金林,陶胜",6,"65,576,986.8600",,"414,950,571.4000",1949,,59.0173,71.2049,,
002661.SZ,克明食品,食品饮料,10,3,7,"罗志远,聂红华,朱小凤",7,"43,227,811.5100",,"359,970,948.1000",1607,,55.4835,38.3086,,
002662.SZ,京威股份,汽车,0,0,0,,0,"130,225,109.6400",,"985,658,965.4300",2466,,24.3086,60.7186,,
002663.SZ,普邦股份,建筑装饰,9,3,6,"王廉君,万玲玲,黄建平",10,"59,321,664.4600",,"452,301,531.1800",868,,37.4082,66.7519,,
002664.SZ,长鹰信质,国防军工,8,3,5,"叶荣军,周宇斌,李海强",5,"35,253,073.6900",,"720,719,692.1500",,,44.3266,63.7369,,
002665.SZ,首航高科,电气设备,9,3,6,"吴景河,刘强,漆林",6,"13,675,594.1200",,"968,062,936.4900",,,61.4689,82.1279,,
002666.SZ,德联集团,化工,10,4,6,"周婧,杨敏",6,"25,727,087.9500",,"714,176,118.9500",347,,26.2870,41.5664,,
002667.SZ,鞍重股份,机械设备,9,3,6,"李秀艳,韩秀冰,华锋",7,"22,690,979.4100",,"315,635,753.8500",,,47.8324,39.0775,,
002668.SZ,ST奥马,家用电器,0,0,0,,0,"217,766,804.3800",,"1,361,031,578.6800",,,67.1322,28.8847,,
002669.SZ,康达新材,化工,9,3,6,"朱秀芳,张立岗,樊利平",5,"22,509,525.0800",,"274,200,101.8200",337,,28.6916,43.5051,,
002670.SZ,国盛金控,非银金融,9,3,6,"刘琛,何国英,卢惠全",6,"77,516,726.1800",,"814,920,083.7800",1073,,58.8630,68.8317,,
002671.SZ,龙泉股份,建筑材料,9,3,6,"李久成,卢其栋,吕丙芳",9,"26,275,684.7600",,"352,344,630.0400",400,,46.9164,50.9810,,
002672.SZ,东江环保,公用事业,0,0,0,,0,"123,505,361.7200",,"1,782,077,448.8200",,,52.9296,38.0088,,
002673.SZ,西部证券,非银金融,0,0,0,,0,"407,504,331.5700",,"12,422,216,623.1100",,,74.8526,-11.8923,,31.2400
002674.SZ,兴业科技,纺织服装,11,4,7,"冉崇元,苏建忠,柯贤权",6,"24,103,084.0100",,"728,585,711.9400",,,31.2651,27.0856,,
002675.SZ,东诚药业,医药生物,5,2,3,"石涛,宋兆龙,吕春祥",6,"11,813,455.5700",,"359,195,317.6400",340,,46.8090,76.2820,,
002676.SZ,顺威股份,家用电器,0,0,0,赵建明,0,"97,078,784.2700",,"854,878,497.4400",2408,,56.7864,68.1281,,
002677.SZ,浙江美大,家用电器,6,2,4,"蒋志洪,马菊萍,颜国平",6,"20,464,415.6400",,"427,128,968.5300",,,37.9032,14.1356,,
002678.SZ,珠江钢琴,轻工制造,0,0,0,,0,"177,773,089.8500",,"1,273,824,329.4500",1645,,34.7857,16.0927,,
002679.SZ,福建金森,农林牧渔,9,3,6,"钟耀明,王炎辉,温玉招,庄子敏,张义洪",6,"14,096,546.7400",,"330,697,169.1100",,,51.9386,31.5844,,
002681.SZ,奋达科技,电子,7,3,4,"黄汉龙,郭雪松,苗玉庆",8,"81,780,701.3100",,"608,645,540.8300",2671,,41.5547,41.6091,,
002682.SZ,龙洲股份,交通运输,9,3,6,"陈发莲,苏龙州,汤可钦",9,"150,504,730.1600",,"1,793,581,844.6700",5154,,71.2417,62.9614,,
002683.SZ,广东宏大,化工,9,3,6,"肖梅,李茂文,虞德君",6,"160,415,596.5900",,"1,052,905,582.9900",2057,,69.3483,14.2665,,
002684.SZ,*ST猛狮,汽车,8,2,6,"王泽欣,林伯连,陈少强",4,"27,073,012.0400",,"387,784,167.6500",,,48.7613,38.7714,,
002685.SZ,华东重机,机械设备,9,3,6,"周世良,陈香,谢奕",6,"14,336,038.2400",,"386,177,206.3400",,,47.2616,43.1474,,
002686.SZ,亿利达,机械设备,7,3,4,"徐晓波,邓祥生",7,"38,579,072.8200",,"454,872,627.2700",1195,,50.0729,41.4137,,
002687.SZ,乔治白,纺织服装,9,3,6,"李君筹,姜新梁,王彻丰",6,"103,662,633.4200",,"493,510,583.2100",2377,,42.9977,37.7740,,
002688.SZ,金河生物,农林牧渔,9,3,6,"云喜报,王志广,菅明生",10,"60,403,701.1400",,"623,922,775.3300",1655,,59.1569,28.6574,,
002689.SZ,远大智能,机械设备,8,2,6,"王爱萍,段文岩,崔克江",8,"162,737,781.1100",,"1,455,495,549.2200",,,71.1951,35.4883,,
002690.SZ,美亚光电,机械设备,0,0,0,,0,"28,987,539.6700",,"613,714,357.1300",446,,50.9768,1.2089,,
002691.SZ,冀凯股份,机械设备,0,0,0,,0,"33,453,491.3100",,"353,514,856.3200",670,,28.0734,31.0704,,
002692.SZ,ST远程,电气设备,7,3,4,"殷凤保,曹勇利,戴顺民",7,"37,236,032.9200",,"923,446,825.1200",790,,73.1667,55.3962,,
002693.SZ,双成药业,医药生物,7,0,7,"丁卫,符斌,周云",7,"8,909,856.1800",,"252,734,520.5000",258,,37.5556,28.0034,,
002694.SZ,顾地科技,建筑材料,6,0,6,"鲁树名,林超明",7,"44,948,587.3900",,"847,248,647.3100",1729,,53.2491,32.9812,,
002695.SZ,煌上煌,食品饮料,0,0,0,,0,"18,559,501.4700",,"466,724,368.0800",,,37.3413,34.1816,,
002696.SZ,百洋股份,农林牧渔,8,2,6,"许翔,吴春荣,高晓东",5,"46,350,410.0300",,"528,715,047.3800",,,43.7788,71.2628,,
002697.SZ,红旗连锁,商业贸易,10,4,6,"易炜,黄德贵,李敬秋",14,"216,580,255.4200",,"1,163,939,782.7500",8955,,57.6918,11.2169,,
002698.SZ,博实股份,机械设备,9,3,6,"初铭志,王雪松,刘佰华",5,"27,405,314.1300",,"828,408,927.6300",445,,38.8559,11.0100,,
002699.SZ,美盛文化,传媒,7,3,4,"朱力琼,周晓东,吴玉妃",6,"23,422,795.8300",,"181,718,444.4500",,,32.9037,52.7203,,
002700.SZ,ST浩源,公用事业,5,2,3,"沈学锋,韩小锋,胡中友",6,"4,690,804.3900",,"286,601,138.3300",177,,65.8684,88.7785,,
002701.SZ,奥瑞金,轻工制造,0,0,0,,0,"74,322,554.0000",,"1,782,123,024.0000",,,59.0696,51.0746,,
002702.SZ,海欣食品,食品饮料,0,0,0,,0,"54,328,911.6400",,"345,589,494.0200",1685,,41.2282,18.2089,,
002703.SZ,浙江世宝,汽车,11,4,7,"吴琅平,王奎泉,杜敏,沈松生,杨迪山",6,"46,001,868.6800",,"811,017,703.1800",,,28.8824,49.4621,,
002705.SZ,新宝股份,家用电器,0,0,0,,0,"667,448,693.8100",,"2,672,025,230.2700",15505,,64.5179,30.9212,,
002706.SZ,良信股份,电气设备,7,1,6,李加勇,4,"77,685,525.3300",,"282,461,607.0700",927,,36.2497,26.2339,,
002707.SZ,众信旅游,休闲服务,0,0,0,,0,"21,302,216.8600",,"259,791,703.4100",486,,58.6589,33.4948,,
002708.SZ,光洋股份,汽车,0,0,0,,0,"84,429,277.9500",,"602,213,787.4300",1607,,42.8336,47.8774,,
002709.SZ,天赐材料,化工,9,3,6,"施莉莎,李兴华,贺云鹏",5,"35,991,451.4600",,"481,945,567.7600",550,,20.5257,10.8494,,
002712.SZ,思美传媒,传媒,0,0,0,,0,"25,569,423.4700",,"443,933,657.2800",214,,40.5652,32.0587,,
002713.SZ,东易日盛,建筑装饰,0,0,0,,0,"178,791,187.0000",,"683,289,425.6300",3214,,62.1852,22.0876,,
002714.SZ,牧原股份,农林牧渔,0,0,0,,0,"35,854,739.5100",,"891,988,820.6000",1412,,54.3561,3.6860,,
002715.SZ,登云股份,汽车,0,0,0,,0,"52,417,196.8800",,"409,427,605.6100",1806,,52.1016,44.6441,,
002716.SZ,金贵银业,有色金属,0,0,0,,0,"33,448,487.1500",,"1,797,021,691.2000",,,70.2717,94.9470,,
002717.SZ,岭南股份,建筑装饰,0,0,0,,0,"38,289,653.2400",,"333,898,731.5500",592,,47.9824,57.2081,,
002718.SZ,友邦吊顶,建筑材料,0,0,0,,0,"10,719,747.6300",,"130,936,422.7100",263,,18.8732,49.4444,,
002719.SZ,麦趣尔,食品饮料,0,0,0,,0,"29,879,382.7700",,"321,531,081.4500",622,,59.1090,3.2748,,
002721.SZ,金一文化,轻工制造,0,0,0,,0,"37,168,124.3800",,"826,507,239.5500",931,,57.4133,129.4551,,
002722.SZ,金轮股份,机械设备,9,3,6,"朱玉飞,葛晶平,李福和",4,"76,174,656.9800",,"465,520,290.1800",1591,,50.8395,19.7379,,
002723.SZ,金莱特,家用电器,0,0,0,,0,"45,257,603.8000",,"364,270,266.6600",1352,,47.1868,64.5158,,
002724.SZ,海洋王,电子,0,0,0,,0,"381,509,635.5900",,"915,100,950.0200",3576,,28.0500,22.5322,,
002725.SZ,跃岭股份,汽车,9,3,6,,8,"60,874,723.5600",,"412,844,384.9500",,,58.1083,45.9835,,
002726.SZ,龙大美食,食品饮料,2,0,2,,1,"49,497,075.1400",,"912,886,220.0300",,,22.7235,37.7165,,
002727.SZ,一心堂,医药生物,0,0,0,吴笛,1,"266,755,598.7700",,"1,104,684,721.7000",,,54.9705,27.0737,,
002728.SZ,特一药业,医药生物,0,0,0,,0,"10,308,726.0600",,"252,734,604.1300",449,,32.4144,24.0767,,
002729.SZ,好利科技,电子,0,0,0,,0,,,,,,,,,
002730.SZ,电光科技,机械设备,0,0,0,,0,,,,,,,,,
002731.SZ,萃华珠宝,轻工制造,0,0,0,,0,,,,,,,,,
002732.SZ,燕塘乳业,食品饮料,0,0,0,,0,,,,,,,,,
002733.SZ,雄韬股份,电气设备,0,0,0,,0,,,,,,,,,
002734.SZ,利民股份,化工,0,0,0,,0,"44,304,400.0000",,"528,279,900.0000",1125,,36.6378,9.9319,,
002735.SZ,王子新材,轻工制造,0,0,0,,0,,,,,,,,,
002736.SZ,国信证券,非银金融,0,0,0,,0,"2,351,798,861.3000",,"64,869,743,422.1200",,,73.2155,-7.2220,,40.0000
002737.SZ,葵花药业,医药生物,0,0,0,,0,,,,,,,,,
002738.SZ,中矿资源,有色金属,0,0,0,,0,,,,350,,,,,
002739.SZ,万达电影,传媒,0,0,0,,0,,,,,,,,,
002740.SZ,爱迪尔,轻工制造,0,0,0,,0,,,,,,,,,
002741.SZ,光华科技,化工,0,0,0,,0,,,,,,,,,
002742.SZ,三圣股份,建筑材料,0,0,0,,0,,,,,,,,,
002743.SZ,富煌钢构,建筑装饰,1,0,1,,4,"61,356,451.4400",,"1,472,963,764.4300",1207,,76.2284,47.5947,,
002745.SZ,木林森,电子,1,0,1,,3,"99,862,632.9300",,"950,199,848.7000",2969,,55.7261,78.5182,,
002746.SZ,仙坛股份,农林牧渔,0,0,0,,0,"72,339,695.3500",,"778,169,318.6200",2713,,44.9836,28.0193,,
002747.SZ,埃斯顿,机械设备,0,0,0,,0,,,,,,,,,
002748.SZ,世龙实业,化工,0,0,0,,0,"36,127,618.2400",,"540,377,186.1100",1236,,57.9286,24.4963,,
002749.SZ,国光股份,化工,0,0,0,,0,,,,,,,,,
002750.SZ,龙津药业,医药生物,0,0,0,,0,,,,,,,,,
002751.SZ,易尚展示,轻工制造,0,0,0,,0,,,,,,,,,
002752.SZ,昇兴股份,轻工制造,0,0,0,,0,"27,622,943.0100",,"809,706,945.9800",1021,,38.8320,25.1391,,
002753.SZ,永东股份,化工,0,0,0,,0,,,"347,575,000.0000",,,,34.8941,,
002755.SZ,奥赛康,医药生物,0,0,0,,0,,,,,,,,,
002756.SZ,永兴材料,钢铁,0,0,0,,0,"47,581,950.8700",,"1,497,423,195.0500",776,,41.0379,57.7518,,
002757.SZ,南兴股份,机械设备,0,0,0,,0,,,,,,,,,
002758.SZ,浙农股份,医药生物,0,0,0,,0,,,,,,,,,
002759.SZ,天际股份,家用电器,0,0,0,,0,,,,,,,,,
002760.SZ,凤形股份,机械设备,0,0,0,,0,,,,,,,,,
002761.SZ,浙江建投,建筑装饰,0,0,0,,0,,,,,,,,,
002762.SZ,金发拉比,纺织服装,0,0,0,,0,,,,,,,,,
002763.SZ,汇洁股份,纺织服装,0,0,0,,0,,,,,,,,,
002765.SZ,蓝黛科技,汽车,0,0,0,,0,,,,,,,,,
002766.SZ,*ST索菱,计算机,0,0,0,,0,,,,,,,,,
002767.SZ,先锋电子,电气设备,0,0,0,,0,,,,,,,,,
002768.SZ,国恩股份,化工,0,0,0,,0,,,,,,,,,
002769.SZ,普路通,交通运输,0,0,0,,0,,,,120,,,,,
002770.SZ,*ST科迪,食品饮料,0,0,0,,0,,,,,,,,,
002771.SZ,真视通,计算机,0,0,0,,0,,,,,,,,,
002772.SZ,众兴菌业,农林牧渔,0,0,0,,0,,,,,,,,,
002773.SZ,康弘药业,医药生物,0,0,0,,0,"147,676,900.0000",,"991,064,700.0000",1982,,36.9512,24.7377,,
002774.SZ,快意电梯,机械设备,0,0,0,,0,,,,,,,,,
002775.SZ,文科园林,建筑装饰,0,0,0,,0,,,,,,,,,
002776.SZ,ST柏龙,纺织服装,0,0,0,,0,,,,,,,,,
002777.SZ,久远银海,计算机,0,0,0,,0,,,,,,,,,
002778.SZ,中晟高科,化工,0,0,0,,0,"6,446,330.2000",,"342,656,701.8900",113,,61.0170,21.9979,,
002779.SZ,中坚科技,机械设备,0,0,0,,0,,,,,,,,,
002780.SZ,三夫户外,纺织服装,0,0,0,,0,,,,,,,,,
002781.SZ,奇信股份,建筑装饰,0,0,0,,0,,,,,,,,,
002782.SZ,可立克,电子,0,0,0,,0,"94,381,470.2800",,"323,053,906.9100",,,37.9377,53.4363,,
002783.SZ,凯龙股份,化工,0,0,0,,0,"62,652,413.9200",,"778,159,831.7600",1311,,45.2921,19.4784,,
002785.SZ,万里石,建筑材料,0,0,0,,0,,,,,,,,,
002786.SZ,银宝山新,机械设备,0,0,0,,0,,,,,,,,,
002787.SZ,华源控股,轻工制造,0,0,0,,0,,,,,,,,,
002788.SZ,鹭燕医药,医药生物,0,0,0,,0,,,,,,,,,
002789.SZ,建艺集团,建筑装饰,0,0,0,,0,,,,,,,,,
002790.SZ,瑞尔特,轻工制造,0,0,0,,0,,,,,,,,,
002791.SZ,坚朗五金,建筑材料,0,0,0,,0,,,,,,,,,
002792.SZ,通宇通讯,通信,0,0,0,,0,"54,948,989.1100",,"653,608,076.5300",1663,,32.6300,-7.1302,,
002793.SZ,罗欣药业,医药生物,0,0,0,,0,,,,,,,,,
002795.SZ,永和智控,机械设备,0,0,0,,0,,,,,,,,,
002796.SZ,世嘉科技,机械设备,0,0,0,,0,,,,,,,,,
002797.SZ,第一创业,非银金融,0,0,0,,0,"345,723,680.8300",,"8,987,783,685.1900",,,65.4768,-0.0665,,17.1200
002798.SZ,帝欧家居,建筑材料,0,0,0,,0,,,,,,,,,
002799.SZ,环球印务,轻工制造,0,0,0,,0,"26,848,602.8200",,"370,412,801.7200",467,,63.6841,20.2363,,
002800.SZ,天顺股份,交通运输,0,0,0,,0,,,,,,,,,
002801.SZ,微光股份,电气设备,0,0,0,,0,,,,,,,,,
002802.SZ,洪汇新材,化工,0,0,0,,0,,,,,,,,,
002803.SZ,吉宏股份,轻工制造,0,0,0,,0,,,,,,,,,
002805.SZ,丰元股份,化工,0,0,0,,0,,,,268,,,,,76.0000
