,证券代码↑,证券简称,所属申万行业名称[行业级别] 一级行业,董事会人数[交易日期] 2010-12-31,独立董事人数[交易日期] 2010-12-31,非独立董事人数[交易日期] 2010-12-31,公司监事(历任)[交易日期] 2010-12-31,高管人数[交易日期] 2010-12-31,支付给职工以及为职工支付的现金[报告期] 2010年报[报表类型] 合并报表[单位] 元,管理层年度薪酬总额[年度] 2010[单位] 万元,资产总计[报告期] 2010年报[报表类型] 合并报表[单位] 元,员工总数[交易日期] 2010-12-31,净现金流[报告期] 2010第四季度[单位] 元,资产负债率[报告期] 2010年报[单位] %,营业收入(同比增长率)[报告期] 2010年报[单位] %,公司属性[交易日期] 2010-12-31,大股东持股比例[日期] 2010-12-31[排名] 第1名[单位] %,Stkcd,EndDate,Same,Symbol,Enddate,StatisticalCaliber,UnpaidNumber
396,000928,中钢国际,建筑装饰,8.0,2.0,6.0,"张耀方,王沅,于德群",8.0,"167,740,814.7200",43.9700,"2,415,850,280.3200",4729.0,,60.3012,12.6809,中央国有企业,46.44,000928,2010-12-31,Y,000928,2010-12-31,1,8
397,000929,兰州黄河,食品饮料,9.0,3.0,6.0,"杨泽富,王文本,赵桂蓉,杨世沂,刘克,钱梅花",7.0,"93,208,221.3800",167.0000,"1,394,724,141.0900",3451.0,,33.1106,-9.4591,民营企业,21.29,000929,2010-12-31,N,000929,2010-12-31,1,9
398,000930,中粮科技,农林牧渔,9.0,3.0,6.0,"吴文婷,王来春,胡昌平",13.0,"339,684,335.5100",449.3800,"6,922,905,592.2200",8933.0,,62.4186,19.0816,中央国有企业,20.74,000930,2010-12-31,N,000930,2010-12-31,1,7
399,000931,中关村,医药生物,8.0,3.0,5.0,"李海燕,贾鹏云,吴发强,尚颖",5.0,"145,097,972.2700",356.4500,"4,010,685,266.1100",2585.0,,78.1870,11.5742,民营企业,23.43,000931,2010-12-31,N,000931,2010-12-31,1,5
400,000932,华菱钢铁,钢铁,12.0,5.0,7.0,"赵振营,张怡中,刘国忠,许平忠,刘祁雄",13.0,"2,412,392,561.7700",766.6900,"74,715,858,807.4200",31574.0,,80.6066,46.0913,地方国有企业,33.92,000932,2010-12-31,N,000932,2010-12-31,1,5
401,000933,神火股份,有色金属,9.0,5.0,4.0,"陈靖欣,李炜,田欣,孙公平",11.0,"1,650,949,409.0000","1,361.3500","24,667,694,637.7500",34020.0,,75.8290,59.3594,地方国有企业,25.24,000933,2010-12-31,N,000933,2010-12-31,1,0
402,000935,四川双马,建筑材料,9.0,3.0,6.0,"齐天义,李凤利,唐洪",3.0,"88,452,004.2000",73.5000,"1,320,766,766.8200",938.0,,60.4000,-12.1582,外资企业,56.81,000935,2010-12-31,Y,000935,2010-12-31,1,7
403,000936,华西股份,化工,9.0,3.0,6.0,"瞿建忠,吴秀琴,徐建蓉,吴建荣,张建刚",4.0,"49,741,763.8800",101.2100,"3,540,263,621.4400",1700.0,,44.3831,33.6420,集体企业,41.01,000936,2010-12-31,N,000936,2010-12-31,1,4
404,000937,冀中能源,采掘,15.0,5.0,10.0,"索志华,王玉江,索旭军,梁日东,张振峰,张万奎,施玉林",10.0,"4,975,208,559.4300",904.2000,"25,228,568,731.9300",50980.0,,50.5701,49.6091,地方国有企业,39.28,000937,2010-12-31,N,000937,2010-12-31,1,12
405,000938,紫光股份,计算机,6.0,2.0,4.0,"朱武祥,齐晓红,张文娟",6.0,"47,417,287.4800",194.9000,"2,030,298,228.1200",375.0,,56.5514,6.2980,中央国有企业,31.62,000938,2010-12-31,N,000938,2010-12-31,1,4
406,000948,南天信息,计算机,11.0,4.0,7.0,"高文凤,冯卫华,李云,张建生,章维萍",6.0,"258,632,459.7500",489.4000,"2,388,998,659.1600",2916.0,,45.4051,22.9527,地方国有企业,28.34,000948,2010-12-31,N,000948,2010-12-31,1,2
407,000949,新乡化纤,化工,9.0,3.0,6.0,"文秀江,付涛,周建华",8.0,"288,671,573.3000",248.3000,"4,463,743,752.3900",10160.0,,58.0213,46.7777,地方国有企业,42.25,000949,2010-12-31,N,000949,2010-12-31,1,2
408,000950,重药控股,医药生物,13.0,6.0,7.0,"胡林丹,孙志明,何清全,富伟年,甘云杰",7.0,"95,132,731.1900",207.1500,"4,106,951,008.6300",1773.0,,41.9287,-4.2737,地方国有企业,52.05,000950,2010-12-31,N,000950,2010-12-31,1,8
409,000951,中国重汽,汽车,9.0,3.0,6.0,"陈道,王群,王涤非,李忠清,鹿刚,胡开军",10.0,"473,795,573.2500",493.3300,"19,704,568,410.2300",6421.0,,79.7105,41.9596,地方国有企业,63.78,000951,2010-12-31,N,000951,2010-12-31,1,5
410,000952,广济药业,医药生物,9.0,5.0,4.0,"廖新建,宋天德,傅建新",7.0,"45,440,489.8800",422.1500,"1,384,415,869.9700",1074.0,,39.3713,7.8356,地方国有企业,15.11,000952,2010-12-31,N,000952,2010-12-31,1,0
411,000953,河化股份,化工,9.0,3.0,6.0,"马永康,张志勇,罗展雄",7.0,"40,476,589.4200",107.2700,"1,118,289,523.9700",1404.0,,86.9686,-6.1282,中央国有企业,49.14,000953,2010-12-31,N,000953,2010-12-31,1,3
412,000955,欣龙控股,纺织服装,9.0,3.0,6.0,"王中荣,葛广政,阮江南",2.0,"16,496,963.6900",81.5300,"580,926,143.8000",532.0,,59.8840,12.0478,民营企业,15.25,000955,2010-12-31,N,000955,2010-12-31,1,0
413,000957,中通客车,汽车,9.0,3.0,6.0,"李燕,匡洪涛,殷凡昌",5.0,"118,959,006.7400",297.0000,"1,636,888,777.7400",2599.0,,64.0666,38.2131,地方国有企业,21.72,000957,2010-12-31,N,000957,2010-12-31,1,3
414,000958,东方能源,非银金融,9.0,3.0,6.0,"刘利华,张青庄,甄秀兰",10.0,"130,835,436.4300",141.1900,"1,545,132,816.9900",2252.0,,126.8638,21.3255,地方国有企业,26.71,000958,2010-12-31,N,000958,2010-12-31,1,2
415,000959,首钢股份,钢铁,10.0,4.0,6.0,"屠学信,祁京,范大义",6.0,"836,393,358.4400",218.8000,"17,549,304,281.5500",6764.0,,52.1140,22.4581,地方国有企业,63.24,000959,2010-12-31,N,000959,2010-12-31,1,8
416,000960,锡业股份,有色金属,11.0,4.0,7.0,"沈洪忠,孟锡荣,舒永秀,朱树恩,浦承尧",7.0,"1,049,802,936.7500",307.9900,"11,331,121,383.2200",15297.0,,59.0758,29.5184,地方国有企业,50.51,000960,2010-12-31,N,000960,2010-12-31,1,9
417,000961,中南建设,房地产,9.0,3.0,6.0,"张宝忠,窦军,陆建忠",3.0,"657,152,219.1800",476.3000,"24,135,910,851.1900",2765.0,,78.1472,60.7519,民营企业,72.51,000961,2010-12-31,Y,000961,2010-12-31,1,0
418,000962,东方钽业,有色金属,9.0,3.0,6.0,"马跃忠,陈福龙,张慧珍,赵文通,牛正刚",10.0,"103,470,060.0700",191.8600,"3,535,153,147.3900",2417.0,,64.0641,36.5710,中央国有企业,45.32,000962,2010-12-31,N,000962,2010-12-31,1,9
419,000963,华东医药,医药生物,9.0,3.0,6.0,"周建新,邵玲敏,王科,秦云,白新华",7.0,"316,043,762.5500",524.0000,"4,255,623,931.4800",3232.0,,68.3754,14.6579,其他企业,35.5,000963,2010-12-31,Y,000963,2010-12-31,1,0
420,000965,天保基建,房地产,7.0,3.0,4.0,"周莉莉,沈钢,薛晓芳",6.0,"29,634,781.2900",311.8400,"4,720,526,153.7400",113.0,,55.2619,90.2454,地方国有企业,74.98,000965,2010-12-31,Y,000965,2010-12-31,1,4
421,000966,长源电力,公用事业,9.0,3.0,6.0,"窦鸿斌,杨燕清,刘兴华",4.0,"368,993,635.1800",242.3700,"15,138,496,560.7900",4716.0,,87.9174,24.3663,中央国有企业,37.39,000966,2010-12-31,N,000966,2010-12-31,1,5
422,000967,盈峰环境,公用事业,7.0,3.0,4.0,"鲍仕陆,冯惠,刘汉武",4.0,"39,902,333.9900",71.2300,"1,106,407,494.9900",675.0,,51.8914,70.3139,民营企业,40.21,000967,2010-12-31,N,000967,2010-12-31,1,6
423,000968,蓝焰控股,采掘,9.0,3.0,6.0,"赵宏达,张向荣,王健,赵靖平,米崇林",9.0,"811,776,616.8100",301.3800,"6,671,687,411.6800",11662.0,,43.9849,8.4676,中央国有企业,49.45,000968,2010-12-31,N,000968,2010-12-31,1,5
424,000969,安泰科技,有色金属,9.0,3.0,6.0,"金命昌,卢志超,王灵芝,李波,王淮",8.0,"303,941,786.3000",347.8900,"5,398,020,184.0700",3052.0,,34.8614,12.5748,中央国有企业,41.16,000969,2010-12-31,N,000969,2010-12-31,1,7
425,000970,中科三环,有色金属,9.0,3.0,6.0,"蔡文权,张子云,李大军",9.0,"236,646,097.8300",649.4000,"2,794,533,096.1800",5123.0,,38.3134,51.0546,中央国有企业,24.32,000970,2010-12-31,Y,000970,2010-12-31,1,7
426,000971,ST高升,通信,9.0,3.0,6.0,"张植泽,梁荣盛,杜振刚",5.0,"32,369,619.5100",109.0000,"718,989,295.7200",1440.0,,83.0751,101.3598,外资企业,29.9,000971,2010-12-31,N,000971,2010-12-31,1,5
427,000972,*ST中基,农林牧渔,9.0,3.0,6.0,"王道君,靳疆,龙亚辉,程东生,刘志海,赵显明,富来义",7.0,"154,321,913.0800",133.2000,"5,540,381,112.2100",2723.0,,75.2841,-8.9190,地方国有企业,9.11,000972,2010-12-31,N,000972,2010-12-31,1,0
428,000973,佛塑科技,化工,9.0,3.0,6.0,"邹斌,戴锋,周志辉,李永鸿,关小文",7.0,"212,523,310.6700",490.4500,"4,456,342,961.7800",4502.0,,63.3341,1.4252,地方国有企业,20.78,000973,2010-12-31,N,000973,2010-12-31,1,3
429,000975,银泰黄金,有色金属,9.0,3.0,6.0,"韩学高,叶薇,胡斌",3.0,"63,934,092.1300",394.2900,"1,165,629,221.9400",9.0,,22.0304,-1.1770,民营企业,37.97,000975,2010-12-31,Y,000975,2010-12-31,1,4
430,000976,华铁股份,机械设备,9.0,3.0,6.0,"吴启安,张竹源,张海峰",7.0,"54,112,462.7500",214.4500,"1,776,744,518.4300",1965.0,,60.7019,31.3746,地方国有企业,12.15,000976,2010-12-31,N,000976,2010-12-31,1,4
431,000977,浪潮信息,计算机,6.0,2.0,4.0,"王新春,白玉铮,李光锋",7.0,"89,255,290.2300",161.8300,"1,638,411,490.6600",1069.0,,36.3897,6.5107,地方国有企业,48.32,000977,2010-12-31,Y,000977,2010-12-31,1,4
432,000978,桂林旅游,休闲服务,11.0,4.0,7.0,"刘艺霞,陶武,王敏",15.0,"113,513,993.2700",665.2600,"2,236,479,301.1800",3712.0,,33.1376,60.2886,地方国有企业,23.06,000978,2010-12-31,N,000978,2010-12-31,1,2
433,000980,*ST众泰,汽车,7.0,3.0,4.0,"李育武,孙永法,汪忠楠",6.0,"66,906,990.5400",68.0800,"1,796,788,076.4800",3398.0,,35.0972,41.6794,民营企业,33.3,000980,2010-12-31,N,000980,2010-12-31,1,1
434,000981,*ST银亿,房地产,8.0,3.0,5.0,"张楚辉,张杰,杨伯祥,胥宇人,王海珍",4.0,"2,384,500.8100",127.2600,"381,470,648.5800",87.0,,4.1671,-77.9109,地方国有企业,50.37,000981,2010-12-31,N,000981,2010-12-31,1,0
435,000982,中银绒业,纺织服装,9.0,4.0,5.0,"李光珺,杨灵彦,马生明",10.0,"83,746,578.3000",126.4000,"2,224,423,158.3500",2032.0,,80.8854,53.8367,民营企业,48.19,000982,2010-12-31,,000982,2010-12-31,1,1
436,000983,山西焦煤,采掘,11.0,4.0,7.0,"翟福军,徐俊明,王永信,亢龙田,陈俊昌,刘炜,王雷英",11.0,"3,262,666,473.8000",445.6700,"28,952,753,127.8200",28002.0,,51.3272,37.3293,地方国有企业,54.4,000983,2010-12-31,N,000983,2010-12-31,1,12
437,000985,大庆华科,化工,10.0,3.0,7.0,"姜金堂,张伟军,季振华,盖文国,周雪梅",7.0,"86,462,581.3200",207.5900,"520,261,183.9100",786.0,,8.6540,18.9122,中央国有企业,39.34,000985,2010-12-31,N,000985,2010-12-31,1,5
438,000987,越秀金控,非银金融,7.0,4.0,3.0,"崔素娟,冯丽华,陈志强",9.0,"110,695,035.1800",495.0000,"2,907,805,493.9800",1640.0,,47.1329,21.1728,地方国有企业,51.89,000987,2010-12-31,N,000987,2010-12-31,1,1
439,000988,华工科技,电子,9.0,3.0,6.0,"聂波,姚燕明,李士训,张建军,黄树明",5.0,"228,948,492.8600",619.4400,"3,335,357,495.4700",4576.0,,44.6580,38.3746,中央国有企业,41.31,000988,2010-12-31,N,000988,2010-12-31,1,6
440,000989,九芝堂,医药生物,8.0,4.0,3.0,"杨利华,徐德安,冷建宏",4.0,"119,964,009.2900",106.5100,"1,738,510,955.5200",1785.0,,20.6414,1.1880,民营企业,40.35,000989,2010-12-31,N,000989,2010-12-31,1,4
441,000990,诚志股份,化工,7.0,3.0,4.0,"朱玉杰,贺琴,柯志强",13.0,"107,985,481.0100",407.3000,"3,546,329,853.9900",1630.0,,54.0054,10.8228,中央国有企业,40.11,000990,2010-12-31,N,000990,2010-12-31,1,6
442,000993,闽东电力,公用事业,9.0,3.0,6.0,"叶斌,缪育祥,林辉,林建辉,王斌",7.0,"134,419,419.0900",339.2500,"2,786,506,294.5400",2124.0,,41.8984,1.7998,地方国有企业,53.21,000993,2010-12-31,N,000993,2010-12-31,1,0
443,000995,皇台酒业,食品饮料,11.0,4.0,7.0,"魏汉儒,郑刚,李生禄",5.0,"16,553,446.1200",67.2200,"423,575,105.1700",1016.0,,58.5747,-18.2543,民营企业,19.6,000995,2010-12-31,N,000995,2010-12-31,1,2
444,000996,中国中期,汽车,8.0,3.0,5.0,"刘琳,韩玲亚,晋海曼",4.0,"8,233,857.6600",210.2600,"500,650,170.2800",119.0,,16.8565,-15.6447,民营企业,23.5,000996,2010-12-31,Y,000996,2010-12-31,1,2
445,000997,新大陆,计算机,8.0,3.0,5.0,"林整榕,王贤福,许成建",6.0,"162,694,441.5200",232.6500,"1,929,210,474.9300",2170.0,,30.3197,-27.8823,民营企业,36.06,000997,2010-12-31,N,000997,2010-12-31,1,1
446,000998,隆平高科,农林牧渔,11.0,4.0,7.0,"李华军,赵广纪,罗闰良",15.0,"95,936,669.7000",677.8000,"2,441,948,069.0000",1384.0,,49.6591,21.3934,民营企业,21.21,000998,2010-12-31,N,000998,2010-12-31,1,5
447,000999,华润三九,医药生物,10.0,3.0,7.0,"刘德君,余卫荣,凌凤斌,阎飚,方明",11.0,"435,001,592.4000","1,441.7800","6,091,160,401.4400",8521.0,,26.7173,-10.0472,中央国有企业,63.59,000999,2010-12-31,N,000999,2010-12-31,1,7
448,001696,宗申动力,汽车,11.0,4.0,7.0,"谢荣惠,李方鹏,蒋宗贵,柳世仕,潘联,胡伟,周丹",11.0,"142,923,705.7200",344.2700,"3,373,699,654.8600",4019.0,,36.6100,13.1371,民营企业,22.54,001696,2010-12-31,N,001696,2010-12-31,1,0
449,001896,豫能控股,公用事业,8.0,3.0,5.0,"宋朝辉,马保群,王锐,崔凯,史新峰",7.0,"97,779,004.2700",137.5800,"6,795,489,478.5800",679.0,,87.9983,23.6838,地方国有企业,84.92,001896,2010-12-31,N,001896,2010-12-31,1,5
450,002001,新和成,医药生物,11.0,4.0,7.0,"王旭林,叶月恒,崔欣荣,梁晓东,张晓波",5.0,"208,289,047.4500",599.0000,"6,153,175,155.0200",4412.0,,21.2707,18.8749,民营企业,56.36,002001,2010-12-31,N,002001,2010-12-31,1,1
451,002002,鸿达兴业,化工,9.0,3.0,6.0,"吕秀泉,袁裕法,王志华",5.0,"21,798,714.1300",94.9300,"281,657,376.1800",510.0,,67.8725,14.9627,民营企业,26.36,002002,2010-12-31,N,002002,2010-12-31,1,5
452,002003,伟星股份,纺织服装,9.0,3.0,6.0,"郑福华,叶立君",7.0,"371,346,648.9300",497.6900,"1,795,809,994.7600",8176.0,,33.2294,31.1219,民营企业,28.49,002003,2010-12-31,N,002003,2010-12-31,1,3
453,002004,华邦健康,化工,9.0,3.0,6.0,"罗大林,吴治淳,边强",8.0,"75,012,160.4700",238.3300,"1,358,350,442.7900",919.0,,23.7477,-0.6053,民营企业,17.17,002004,2010-12-31,N,002004,2010-12-31,1,2
454,002005,ST德豪,电子,8.0,3.0,5.0,"杨燕,杨宏,杨跃进",10.0,"395,435,974.2200",166.9100,"5,056,180,513.7400",11976.0,,52.3370,35.0426,民营企业,25.39,002005,2010-12-31,N,002005,2010-12-31,1,4
455,002006,精功科技,机械设备,9.0,3.0,6.0,"瞿洁,胡晓明,孙卫利",7.0,"53,373,633.1500",256.6900,"1,714,740,635.5600",797.0,,76.2261,52.2140,民营企业,31.56,002006,2010-12-31,Y,002006,2010-12-31,1,5
456,002007,华兰生物,医药生物,9.0,3.0,6.0,"马小伟,陈磊山,杨保平,马力,孙振国",5.0,"77,753,409.9600","1,207.0000","2,575,845,522.9600",1282.0,,6.6022,3.3697,民营企业,17.83,002007,2010-12-31,Y,002007,2010-12-31,1,1
457,002008,大族激光,电子,11.0,4.0,7.0,"陈雪梅,王磊,陈俊雅",14.0,"491,701,158.6100",946.6300,"5,441,239,584.9200",6947.0,,49.7029,59.4103,民营企业,18.02,002008,2010-12-31,Y,002008,2010-12-31,1,3
458,002009,天奇股份,机械设备,9.0,3.0,6.0,"吴秋庭,张元兴,张静洁",5.0,"138,981,902.6000",148.2000,"2,546,839,974.7100",797.0,,71.5498,75.4783,民营企业,21.11,002009,2010-12-31,N,002009,2010-12-31,1,2
459,002010,传化智联,交通运输,9.0,3.0,6.0,"羊志坚,朱春燕,赵益明",9.0,"145,241,305.7300",443.4900,"1,935,363,121.4500",1087.0,,22.5052,22.8305,民营企业,21.86,002010,2010-12-31,N,002010,2010-12-31,1,5
460,002011,盾安环境,家用电器,9.0,4.0,5.0,"孙存军,杨光军,沈晓祥,郭伟萍",4.0,"344,412,607.7000",546.1500,"5,221,712,035.1900",8071.0,,62.2585,61.9474,民营企业,48.34,002011,2010-12-31,Y,002011,2010-12-31,1,0
461,002012,凯恩股份,轻工制造,9.0,3.0,6.0,"邱忠瑞,张程伟,傅伟林",7.0,"79,276,010.6500",329.0600,"1,191,757,892.1200",648.0,,54.4470,44.0703,民营企业,21.13,002012,2010-12-31,Y,002012,2010-12-31,1,0
462,002013,中航机电,国防军工,8.0,3.0,5.0,"宣进,黄昭惠,鲁猷余,施爱林,戚侠",7.0,"45,533,014.9700",260.4000,"706,069,778.2800",696.0,,33.9760,24.5386,中央国有企业,37.79,002013,2010-12-31,N,002013,2010-12-31,1,1
463,002014,永新股份,轻工制造,10.0,3.0,7.0,"吴跃忠,许立杰,江文斌,胡佛顺,韩宁",5.0,"90,060,606.0400",524.4700,"1,103,938,640.6000",1020.0,,30.1717,21.0338,集体企业,33.58,002014,2010-12-31,N,002014,2010-12-31,1,1
464,002015,协鑫能科,公用事业,9.0,3.0,6.0,"梁克兵,朱道武,范明喜",6.0,"69,678,523.5600",147.4000,"1,808,380,869.8100",3002.0,,69.0989,26.6702,民营企业,13.51,002015,2010-12-31,Y,002015,2010-12-31,1,3
465,002016,世荣兆业,房地产,9.0,3.0,6.0,"王键,夏宇,陈顶炎",4.0,"17,395,176.2800",506.0000,"1,919,966,890.6200",316.0,,43.2529,26.1004,民营企业,67.09,002016,2010-12-31,N,002016,2010-12-31,1,0
466,002017,东信和平,通信,9.0,3.0,6.0,"周涌建,王建波,施文忠,钟惠,许立英",6.0,"100,271,299.6500",435.5700,"1,030,649,251.0300",1904.0,,34.0397,11.4922,中央国有企业,29.62,002017,2010-12-31,Y,002017,2010-12-31,1,8
467,002019,亿帆医药,医药生物,6.0,2.0,4.0,"郑世明,徐青,王静静",9.0,"59,278,183.8300",325.1100,"1,201,428,591.2000",1927.0,,41.4330,-6.4294,民营企业,23.98,002019,2010-12-31,N,002019,2010-12-31,1,0
468,002020,京新药业,医药生物,9.0,3.0,6.0,"金志平,吕少英,俞义萍",5.0,"62,986,987.4400",191.9400,"949,146,464.1700",1242.0,,66.2722,18.7299,民营企业,29.73,002020,2010-12-31,Y,002020,2010-12-31,1,0
469,002021,ST中捷,机械设备,9.0,3.0,6.0,"张春木,陈敦昆,金启祝",6.0,"79,925,946.0100",149.0700,"2,341,320,427.7100",1703.0,,59.9234,145.2106,民营企业,19.89,002021,2010-12-31,N,002021,2010-12-31,1,0
470,002022,科华生物,医药生物,6.0,2.0,4.0,"何兴成,陈永坚,颜华",9.0,"87,851,669.5300",744.4600,"1,086,915,793.2600",975.0,,14.3136,25.7760,民营企业,7.93,002022,2010-12-31,N,002022,2010-12-31,1,0
471,002023,海特高新,国防军工,9.0,4.0,5.0,"虞刚,欧智,马勇",8.0,"26,796,733.9100",182.3200,"1,217,711,677.3200",551.0,,21.1874,-9.1665,民营企业,31.12,002023,2010-12-31,N,002023,2010-12-31,1,0
472,002024,苏宁易购,商业贸易,9.0,3.0,6.0,"李建颖,肖忠祥,汪晓玲",5.0,"2,369,111,000.0000",622.0000,"43,907,382,000.0000",6398.0,,57.0792,29.5104,民营企业,27.9,002024,2010-12-31,N,002024,2010-12-31,1,0
473,002025,航天电器,国防军工,11.0,4.0,7.0,"郑建模,柏建平,吴德永",7.0,"155,702,851.2100",193.7800,"1,883,742,393.5000",1057.0,,16.2801,15.9266,中央国有企业,41.65,002025,2010-12-31,N,002025,2010-12-31,1,8
474,002026,山东威达,机械设备,9.0,3.0,6.0,"丛湖龙,孙康进,曹信平",6.0,"68,459,358.6600",247.2800,"753,361,749.0400",2122.0,,25.3751,25.1032,民营企业,33.84,002026,2010-12-31,N,002026,2010-12-31,1,2
475,002027,分众传媒,传媒,8.0,3.0,5.0,"陈海霞,孙德兵,刘志雄",4.0,"74,128,627.9700",114.8900,"1,042,943,934.5300",522.0,,36.4374,-16.6234,民营企业,42.89,002027,2010-12-31,Y,002027,2010-12-31,1,1
476,002028,思源电气,电气设备,7.0,3.0,4.0,"陈海燕,姚联辉,周兆忠",5.0,"240,538,124.4100",598.7700,"4,106,081,047.9800",3046.0,,24.6733,-0.6022,民营企业,18.12,002028,2010-12-31,N,002028,2010-12-31,1,0
477,002029,七匹狼,纺织服装,9.0,4.0,5.0,"曾佳溢,施玉柱,罗龙祥",5.0,"159,581,679.3000",235.5000,"2,435,883,426.6200",4285.0,,31.6600,10.5946,民营企业,40.71,002029,2010-12-31,N,002029,2010-12-31,1,3
478,002030,达安基因,医药生物,9.0,3.0,6.0,"陆缨,许擎,黄立强,何立新,黄立英,常晓宁,李虎",6.0,"84,667,031.2800",464.2800,"673,754,917.1800",545.0,,28.4102,15.7592,其他企业,19.17,002030,2010-12-31,N,002030,2010-12-31,1,6
479,002031,巨轮智能,机械设备,9.0,3.0,6.0,"孟超,黄晓鸿,王哲生,许玲玲,吴豪",10.0,"51,368,431.1000",221.6600,"1,703,193,465.9900",1966.0,,40.3202,39.6997,民营企业,21.35,002031,2010-12-31,N,002031,2010-12-31,1,1
480,002032,苏泊尔,家用电器,9.0,3.0,6.0,"颜决明,Philippe SUMEIRE,Chia Wahhock(谢和福)",5.0,"535,890,412.0300","1,072.8500","3,930,307,944.0100",10963.0,,30.3699,36.6006,外资企业,51.31,002032,2010-12-31,N,002032,2010-12-31,1,6
481,002033,丽江股份,休闲服务,11.0,4.0,7.0,"杨正彪,杨福泉,杨灿军,和社军,田薏琳",7.0,"35,485,111.2200",163.2000,"950,629,809.1900",833.0,,35.0948,3.9624,地方国有企业,22.55,002033,2010-12-31,N,002033,2010-12-31,1,8
482,002034,旺能环境,公用事业,9.0,3.0,6.0,"聂永国,朱雪花,王跃春",5.0,"86,884,310.8800",81.7200,"1,194,053,307.0900",4011.0,,54.2443,28.3281,民营企业,35.42,002034,2010-12-31,N,002034,2010-12-31,1,4
483,002035,华帝股份,家用电器,9.0,3.0,6.0,"韦彩娇,黄致峰,杨建辉,冼敏华,何志敏",7.0,"110,507,136.7100",297.4000,"1,079,587,936.7400",1752.0,,55.6637,18.0374,民营企业,28.86,002035,2010-12-31,N,002035,2010-12-31,1,5
484,002036,联创电子,电子,7.0,4.0,3.0,"王梦玮,陈菊芳,庄立平",5.0,"35,725,618.5100",154.4300,"667,487,377.7200",1062.0,,22.3547,26.5031,民营企业,29.84,002036,2010-12-31,Y,002036,2010-12-31,1,3
485,002037,保利联合,化工,9.0,3.0,6.0,"李祥兴,刘筑川,管静,罗德丕,池恩安",11.0,"216,155,047.6200",457.9600,"1,850,675,668.8300",3845.0,,57.2696,33.8623,地方国有企业,35.78,002037,2010-12-31,N,002037,2010-12-31,1,4
486,002038,双鹭药业,医药生物,6.0,2.0,4.0,"卢安京,文秀江,杨仲璠",4.0,"19,567,099.5800",174.0000,"1,248,572,870.7000",376.0,,2.9812,17.3880,地方国有企业,22.29,002038,2010-12-31,Y,002038,2010-12-31,1,0
487,002039,黔源电力,公用事业,11.0,4.0,7.0,"孙健,金树成,刘靖,王静红,林玉先",6.0,"50,000,074.2100",336.1100,"15,943,419,938.1800",513.0,,80.9348,77.0307,中央国有企业,13.3,002039,2010-12-31,N,002039,2010-12-31,1,9
488,002040,南京港,交通运输,9.0,3.0,6.0,"张艳,姚兆年,孙子健",6.0,"63,978,219.0000",112.1200,"908,433,064.0000",902.0,,37.9282,9.4014,地方国有企业,63.38,002040,2010-12-31,N,002040,2010-12-31,1,6
489,002041,登海种业,农林牧渔,9.0,3.0,6.0,"王玉玲,王广利,李洪玲,姜卫娟,杨今胜",9.0,"44,086,855.5100",179.0500,"1,952,622,807.0700",536.0,,33.3623,61.9367,民营企业,52.95,002041,2010-12-31,N,002041,2010-12-31,1,2
490,002042,华孚时尚,纺织服装,9.0,3.0,6.0,"盛永月,顾振华,肖立湖",6.0,"399,200,082.0300",491.0000,"5,973,045,768.8900",21676.0,,55.8787,45.3971,民营企业,42.29,002042,2010-12-31,N,002042,2010-12-31,1,1
491,002043,兔宝宝,建筑材料,9.0,3.0,6.0,"姚礼安,姚深群,施永璋",8.0,"88,444,168.2400",165.0000,"878,096,908.2900",2901.0,,47.7334,22.1621,民营企业,35.52,002043,2010-12-31,N,002043,2010-12-31,1,1
492,002044,美年健康,医药生物,7.0,3.0,4.0,"蔡国新,史节,周静雯",6.0,"72,110,375.4900",127.2400,"430,142,697.5000",1822.0,,19.1844,8.7239,民营企业,27.4,002044,2010-12-31,N,002044,2010-12-31,1,2
